"","ccode1","ccode2","year","DR_at_1","DR_at_2","period","dipSym","dipSymNext","time.curr","region1","region2","sameregion","region"
"102191",300,390,1859,2,2,"1","sym","sym",10,2,2,"yes",2
"102192",300,390,1864,2,2,"1","sym","asym",15,2,2,"yes",2
"102193",300,390,1869,1,2,"1","asym","sym",0,2,2,"yes",2
"102194",300,390,1874,2,2,"1","sym","sym",0,2,2,"yes",2
"102195",300,390,1879,2,2,"1","sym","sym",5,2,2,"yes",2
"102196",300,390,1884,2,2,"1","sym","sym",10,2,2,"yes",2
"102197",300,390,1889,2,2,"1","sym","sym",15,2,2,"yes",2
"102198",300,390,1894,2,2,"1","sym","sym",20,2,2,"yes",2
"102199",300,390,1899,2,2,"1","sym","sym",25,2,2,"yes",2
"102200",300,390,1904,2,2,"1","sym","sym",30,2,2,"yes",2
"102201",300,390,1909,2,2,"1","sym","sym",35,2,2,"yes",2
"102202",300,390,1914,2,2,"1","sym","end",40,2,2,"yes",2
"102215",300,600,1889,0,1,"1","x","x",0,2,4,"no",11
"102216",300,600,1894,0,2,"1","x","x",5,2,4,"no",11
"102217",300,600,1899,0,2,"1","x","x",10,2,4,"no",11
"102218",300,600,1904,0,2,"1","x","x",15,2,4,"no",11
"102219",300,600,1909,0,2,"1","x","end",20,2,4,"no",11
"102235",300,630,1874,2,9,"1","asym","sym",0,2,4,"no",11
"102236",300,630,1879,2,2,"1","sym","sym",0,2,4,"no",11
"102237",300,630,1884,2,2,"1","sym","sym",5,2,4,"no",11
"102238",300,630,1889,2,2,"1","sym","sym",10,2,4,"no",11
"102239",300,630,1894,2,2,"1","sym","sym",15,2,4,"no",11
"102240",300,630,1899,2,2,"1","sym","sym",20,2,4,"no",11
"102241",300,630,1904,2,2,"1","sym","sym",25,2,4,"no",11
"102242",300,630,1909,2,2,"1","sym","sym",30,2,4,"no",11
"102243",300,630,1914,2,2,"1","sym","end",35,2,4,"no",11
"102244",300,640,1817,0,2,"1","x","x",0,2,4,"no",11
"102245",300,640,1824,0,3,"1","x","x",7,2,4,"no",11
"102246",300,640,1827,0,3,"1","x","x",10,2,4,"no",11
"102247",300,640,1832,0,3,"1","x","asym",15,2,4,"no",11
"102248",300,640,1836,2,3,"1","asym","sym",0,2,4,"no",11
"102249",300,640,1840,3,3,"1","sym","sym",0,2,4,"no",11
"102250",300,640,1844,3,3,"1","sym","asym",4,2,4,"no",11
"102251",300,640,1849,3,1,"1","asym","asym",0,2,4,"no",11
"102252",300,640,1854,3,1,"1","asym","asym",5,2,4,"no",11
"102253",300,640,1859,3,2,"1","asym","asym",10,2,4,"no",11
"102254",300,640,1864,3,2,"1","asym","sym",15,2,4,"no",11
"102255",300,640,1869,3,3,"1","sym","sym",0,2,4,"no",11
"102256",300,640,1874,3,3,"1","sym","sym",5,2,4,"no",11
"102257",300,640,1879,3,3,"1","sym","sym",10,2,4,"no",11
"102258",300,640,1884,3,3,"1","sym","sym",15,2,4,"no",11
"102259",300,640,1889,3,3,"1","sym","asym",20,2,4,"no",11
"102260",300,640,1894,2,3,"1","asym","sym",0,2,4,"no",11
"102261",300,640,1899,3,3,"1","sym","sym",0,2,4,"no",11
"102262",300,640,1904,3,3,"1","sym","sym",5,2,4,"no",11
"102263",300,640,1909,3,3,"1","sym","sym",10,2,4,"no",11
"102264",300,640,1914,3,3,"1","sym","end",15,2,4,"no",11
"102272",300,710,1874,0,2,"1","x","x",0,2,5,"no",12
"102273",300,710,1879,0,2,"1","x","sym",5,2,5,"no",12
"102274",300,710,1884,2,2,"1","sym","sym",0,2,5,"no",12
"102275",300,710,1889,2,2,"1","sym","sym",5,2,5,"no",12
"102276",300,710,1894,2,2,"1","sym","sym",10,2,5,"no",12
"102277",300,710,1899,2,2,"1","sym","sym",15,2,5,"no",12
"102278",300,710,1904,2,2,"1","sym","sym",20,2,5,"no",12
"102279",300,710,1909,2,2,"1","sym","sym",25,2,5,"no",12
"102280",300,710,1914,2,2,"1","sym","end",30,2,5,"no",12
"102283",300,730,1899,2,0,"1","x","x",0,2,5,"no",12
"102284",300,730,1904,2,0,"1","x","end",5,2,5,"no",12
"102287",300,740,1874,0,2,"1","x","asym",0,2,5,"no",12
"102288",300,740,1879,1,2,"1","asym","sym",0,2,5,"no",12
"102289",300,740,1884,2,2,"1","sym","sym",0,2,5,"no",12
"102290",300,740,1889,2,2,"1","sym","asym",5,2,5,"no",12
"102291",300,740,1894,1,2,"1","asym","sym",0,2,5,"no",12
"102292",300,740,1899,2,2,"1","sym","sym",0,2,5,"no",12
"102293",300,740,1904,2,2,"1","sym","sym",5,2,5,"no",12
"102294",300,740,1909,3,3,"1","sym","sym",10,2,5,"no",12
"102295",300,740,1914,3,3,"1","sym","end",15,2,5,"no",12
"102296",300,800,1889,2,2,"1","sym","x",0,2,5,"no",12
"102297",300,800,1894,2,0,"1","x","sym",0,2,5,"no",12
"102298",300,800,1899,2,2,"1","sym","sym",0,2,5,"no",12
"102299",300,800,1904,2,2,"1","sym","asym",5,2,5,"no",12
"102300",300,800,1909,2,3,"1","asym","sym",0,2,5,"no",12
"102301",300,800,1914,2,2,"1","sym","end",0,2,5,"no",12
"102899",305,310,1920,9,9,"1","sym","x",0,2,2,"yes",2
"102900",305,310,1925,9,0,"1","x","x",0,2,2,"yes",2
"102901",305,310,1930,9,0,"1","x","x",5,2,2,"yes",2
"102902",305,310,1935,9,0,"1","x","sym",10,2,2,"yes",2
"102903",305,310,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"102904",305,310,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"102905",305,310,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"102906",305,310,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"102907",305,310,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"102908",305,310,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"102909",305,310,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"102910",305,310,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"102911",305,310,1995,3,3,"4","sym","sym",40,2,2,"yes",2
"102912",305,310,2000,3,3,"4","sym","sym",45,2,2,"yes",2
"102914",305,315,1920,9,0,"1","x","x",0,2,2,"yes",2
"102915",305,315,1925,9,0,"1","x","x",5,2,2,"yes",2
"102916",305,315,1930,9,0,"1","x","x",10,2,2,"yes",2
"102917",305,315,1935,9,0,"1","x","sym",15,2,2,"yes",2
"102918",305,315,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"102919",305,315,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"102920",305,315,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"102921",305,315,1970,2,2,"3","sym","asym",15,2,2,"yes",2
"102922",305,315,1975,2,3,"3","asym","sym",0,2,2,"yes",2
"102923",305,315,1980,3,3,"3","sym","sym",0,2,2,"yes",2
"102924",305,315,1985,3,3,"3","sym","sym",5,2,2,"yes",2
"102925",305,315,1990,3,3,"3","sym","end",10,2,2,"yes",2
"102926",305,316,1995,3,3,"4","sym","sym",0,2,2,"yes",2
"102927",305,316,2000,3,3,"4","sym","sym",5,2,2,"yes",2
"102929",305,317,1995,3,3,"4","sym","sym",0,2,2,"yes",2
"102930",305,317,2000,3,3,"4","sym","sym",5,2,2,"yes",2
"102932",305,325,1920,9,0,"1","x","x",0,2,2,"yes",2
"102933",305,325,1925,9,0,"1","x","x",5,2,2,"yes",2
"102934",305,325,1930,9,0,"1","x","x",10,2,2,"yes",2
"102935",305,325,1935,9,0,"1","x","sym",15,2,2,"yes",2
"102936",305,325,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"102937",305,325,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"102938",305,325,1965,9,9,"2","sym","asym",10,2,2,"yes",2
"102939",305,325,1970,2,3,"3","asym","sym",0,2,2,"yes",2
"102940",305,325,1975,3,3,"3","sym","sym",0,2,2,"yes",2
"102941",305,325,1980,3,3,"3","sym","sym",5,2,2,"yes",2
"102942",305,325,1985,3,3,"3","sym","sym",10,2,2,"yes",2
"102943",305,325,1990,3,3,"3","sym","sym",15,2,2,"yes",2
"102944",305,325,1995,3,3,"4","sym","sym",20,2,2,"yes",2
"102945",305,325,2000,3,3,"4","sym","sym",25,2,2,"yes",2
"102947",305,331,1995,3,0,"4","x","x",0,2,2,"yes",2
"102948",305,331,2000,3,0,"4","x","x",5,2,2,"yes",2
"102952",305,338,1975,3,3,"3","sym","x",0,2,2,"yes",2
"102953",305,338,1980,3,0,"3","x","x",0,2,2,"yes",2
"102957",305,338,2000,3,0,"4","x","x",20,2,2,"yes",2
"102964",305,339,1960,0,9,"2","x","x",0,2,2,"yes",2
"102965",305,339,1965,0,9,"2","x","sym",5,2,2,"yes",2
"102966",305,339,1970,3,3,"3","sym","sym",0,2,2,"yes",2
"102967",305,339,1975,3,3,"3","sym","sym",5,2,2,"yes",2
"102968",305,339,1980,3,3,"3","sym","x",10,2,2,"yes",2
"102969",305,339,1985,3,0,"3","x","x",0,2,2,"yes",2
"102970",305,339,1990,3,0,"3","x","x",5,2,2,"yes",2
"102971",305,339,1995,3,0,"4","x","sym",10,2,2,"yes",2
"102972",305,339,2000,3,3,"4","sym","sym",0,2,2,"yes",2
"102974",305,343,1995,1,0,"4","x","x",0,2,2,"yes",2
"102975",305,343,2000,3,0,"4","x","asym",5,2,2,"yes",2
"102977",305,344,1995,3,3,"4","sym","sym",0,2,2,"yes",2
"102978",305,344,2000,3,3,"4","sym","sym",5,2,2,"yes",2
"102981",305,345,1925,9,0,"1","x","x",0,2,2,"yes",2
"102982",305,345,1930,9,0,"1","x","x",5,2,2,"yes",2
"102983",305,345,1935,9,0,"1","x","sym",10,2,2,"yes",2
"102984",305,345,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"102985",305,345,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"102986",305,345,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"102987",305,345,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"102988",305,345,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"102989",305,345,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"102990",305,345,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"102991",305,345,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"102992",305,345,1995,3,3,"4","sym","asym",40,2,2,"yes",2
"102993",305,345,2000,3,1,"4","asym","sym",0,2,2,"yes",2
"102995",305,346,1995,3,0,"4","x","sym",0,2,2,"yes",2
"102996",305,346,2000,3,3,"4","sym","sym",0,2,2,"yes",2
"102998",305,349,1995,3,3,"4","sym","sym",0,2,2,"yes",2
"102999",305,349,2000,3,3,"4","sym","sym",5,2,2,"yes",2
"103002",305,350,1925,9,0,"1","x","x",0,2,2,"yes",2
"103003",305,350,1930,9,0,"1","x","x",5,2,2,"yes",2
"103004",305,350,1935,9,0,"1","x","sym",10,2,2,"yes",2
"103005",305,350,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"103006",305,350,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"103007",305,350,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"103008",305,350,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"103009",305,350,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"103010",305,350,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"103011",305,350,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"103012",305,350,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"103013",305,350,1995,3,3,"4","sym","sym",40,2,2,"yes",2
"103014",305,350,2000,3,3,"4","sym","sym",45,2,2,"yes",2
"103017",305,352,1965,0,9,"2","x","x",0,2,2,"yes",2
"103018",305,352,1970,0,3,"3","x","sym",5,2,2,"yes",2
"103019",305,352,1975,3,3,"3","sym","sym",0,2,2,"yes",2
"103020",305,352,1980,3,3,"3","sym","x",5,2,2,"yes",2
"103023",305,352,1995,3,0,"4","x","x",0,2,2,"yes",2
"103024",305,352,2000,3,0,"4","x","x",5,2,2,"yes",2
"103026",305,355,1920,9,0,"1","x","x",0,2,2,"yes",2
"103027",305,355,1925,9,0,"1","x","x",5,2,2,"yes",2
"103028",305,355,1930,9,0,"1","x","x",10,2,2,"yes",2
"103029",305,355,1935,9,0,"1","x","sym",15,2,2,"yes",2
"103030",305,355,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"103031",305,355,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"103032",305,355,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"103033",305,355,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"103034",305,355,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"103035",305,355,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"103036",305,355,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"103037",305,355,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"103038",305,355,1995,3,3,"4","sym","sym",40,2,2,"yes",2
"103039",305,355,2000,3,3,"4","sym","sym",45,2,2,"yes",2
"103041",305,359,1995,1,0,"4","x","x",0,2,2,"yes",2
"103042",305,359,2000,3,0,"4","x","x",5,2,2,"yes",2
"103044",305,360,1920,9,0,"1","x","x",0,2,2,"yes",2
"103045",305,360,1925,9,0,"1","x","x",5,2,2,"yes",2
"103046",305,360,1930,9,0,"1","x","x",10,2,2,"yes",2
"103047",305,360,1935,9,0,"1","x","sym",15,2,2,"yes",2
"103048",305,360,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"103049",305,360,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"103050",305,360,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"103051",305,360,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"103052",305,360,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"103053",305,360,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"103054",305,360,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"103055",305,360,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"103056",305,360,1995,3,3,"4","sym","sym",40,2,2,"yes",2
"103057",305,360,2000,3,3,"4","sym","sym",45,2,2,"yes",2
"103060",305,365,1925,9,0,"1","x","x",0,2,2,"yes",2
"103061",305,365,1930,9,0,"1","x","sym",5,2,2,"yes",2
"103063",305,365,1955,9,9,"2","sym","sym",0,2,2,"yes",2
"103064",305,365,1960,9,9,"2","sym","sym",5,2,2,"yes",2
"103065",305,365,1965,9,9,"2","sym","sym",10,2,2,"yes",2
"103066",305,365,1970,3,3,"3","sym","sym",15,2,2,"yes",2
"103067",305,365,1975,3,3,"3","sym","sym",20,2,2,"yes",2
"103068",305,365,1980,3,3,"3","sym","sym",25,2,2,"yes",2
"103069",305,365,1985,3,3,"3","sym","sym",30,2,2,"yes",2
"103070",305,365,1990,3,3,"3","sym","sym",35,2,2,"yes",2
"103071",305,365,1995,3,3,"4","sym","sym",40,2,2,"yes",2
"103072",305,365,2000,3,3,"4","sym","sym",45,2,2,"yes",2
"103075",305,366,1925,9,0,"1","x","x",0,2,2,"yes",2
"103076",305,366,1930,9,0,"1","x","x",5,2,2,"yes",2
"103077",305,366,1935,9,0,"1","x","x",10,2,2,"yes",2
"103078",305,366,1995,3,0,"4","x","x",70,2,2,"yes",2
"103079",305,366,2000,3,0,"4","x","sym",75,2,2,"yes",2
"103081",305,367,1920,9,0,"1","x","x",0,2,2,"yes",2
"103082",305,367,1925,9,0,"1","x","x",5,2,2,"yes",2
"103083",305,367,1930,9,0,"1","x","x",10,2,2,"yes",2
"103084",305,367,1935,9,0,"1","x","x",15,2,2,"yes",2
"103085",305,367,1995,3,0,"4","x","sym",75,2,2,"yes",2
"103086",305,367,2000,3,3,"4","sym","sym",0,2,2,"yes",2
"103090",305,368,1930,9,0,"1","x","x",0,2,2,"yes",2
"103091",305,368,1935,9,0,"1","x","x",5,2,2,"yes",2
"103092",305,368,1995,1,0,"4","x","x",65,2,2,"yes",2
"103093",305,368,2000,3,0,"4","x","sym",70,2,2,"yes",2
"103095",305,369,1995,3,3,"4","sym","sym",0,2,2,"yes",2
"103096",305,369,2000,3,3,"4","sym","sym",5,2,2,"yes",2
"103098",305,370,1995,3,0,"4","x","x",0,2,2,"yes",2
"103099",305,370,2000,3,0,"4","x","x",5,2,2,"yes",2
"103101",305,371,1995,3,0,"4","x","x",0,2,2,"yes",2
"103102",305,371,2000,1,0,"4","x","x",5,2,2,"yes",2
"103104",305,372,1995,1,0,"4","x","x",0,2,2,"yes",2
"103105",305,372,2000,3,0,"4","x","x",5,2,2,"yes",2
"103107",305,373,1995,3,0,"4","x","x",0,2,2,"yes",2
"103108",305,373,2000,3,0,"4","x","x",5,2,2,"yes",2
"103111",305,375,1925,9,0,"1","x","x",0,2,2,"yes",2
"103113",305,375,1935,9,0,"1","x","x",10,2,2,"yes",2
"103114",305,375,1955,9,0,"2","x","sym",30,2,2,"yes",2
"103115",305,375,1960,9,9,"2","sym","sym",0,2,2,"yes",2
"103116",305,375,1965,9,9,"2","sym","sym",5,2,2,"yes",2
"103117",305,375,1970,3,3,"3","sym","sym",10,2,2,"yes",2
"103118",305,375,1975,3,3,"3","sym","sym",15,2,2,"yes",2
"103119",305,375,1980,3,3,"3","sym","sym",20,2,2,"yes",2
"103120",305,375,1985,3,3,"3","sym","sym",25,2,2,"yes",2
"103121",305,375,1990,3,3,"3","sym","sym",30,2,2,"yes",2
"103122",305,375,1995,3,3,"4","sym","sym",35,2,2,"yes",2
"103123",305,375,2000,3,3,"4","sym","sym",40,2,2,"yes",2
"103125",305,380,1920,9,0,"1","x","x",0,2,2,"yes",2
"103126",305,380,1925,9,0,"1","x","x",5,2,2,"yes",2
"103127",305,380,1930,9,0,"1","x","x",10,2,2,"yes",2
"103128",305,380,1935,9,0,"1","x","x",15,2,2,"yes",2
"103129",305,380,1955,9,0,"2","x","sym",35,2,2,"yes",2
"103130",305,380,1960,9,9,"2","sym","sym",0,2,2,"yes",2
"103131",305,380,1965,9,9,"2","sym","sym",5,2,2,"yes",2
"103132",305,380,1970,3,3,"3","sym","sym",10,2,2,"yes",2
"103133",305,380,1975,3,3,"3","sym","sym",15,2,2,"yes",2
"103134",305,380,1980,3,3,"3","sym","sym",20,2,2,"yes",2
"103135",305,380,1985,3,3,"3","sym","sym",25,2,2,"yes",2
"103136",305,380,1990,3,3,"3","sym","sym",30,2,2,"yes",2
"103137",305,380,1995,3,3,"4","sym","sym",35,2,2,"yes",2
"103138",305,380,2000,3,3,"4","sym","sym",40,2,2,"yes",2
"103140",305,385,1920,9,0,"1","x","x",0,2,2,"yes",2
"103141",305,385,1925,9,0,"1","x","x",5,2,2,"yes",2
"103142",305,385,1930,9,0,"1","x","x",10,2,2,"yes",2
"103143",305,385,1935,9,0,"1","x","x",15,2,2,"yes",2
"103144",305,385,1955,9,0,"2","x","sym",35,2,2,"yes",2
"103145",305,385,1960,9,9,"2","sym","sym",0,2,2,"yes",2
"103146",305,385,1965,9,9,"2","sym","sym",5,2,2,"yes",2
"103147",305,385,1970,3,3,"3","sym","sym",10,2,2,"yes",2
"103148",305,385,1975,3,3,"3","sym","sym",15,2,2,"yes",2
"103149",305,385,1980,3,3,"3","sym","sym",20,2,2,"yes",2
"103150",305,385,1985,3,3,"3","sym","sym",25,2,2,"yes",2
"103151",305,385,1990,3,3,"3","sym","sym",30,2,2,"yes",2
"103152",305,385,1995,3,3,"4","sym","sym",35,2,2,"yes",2
"103153",305,385,2000,3,3,"4","sym","sym",40,2,2,"yes",2
"103155",305,390,1920,9,0,"1","x","x",0,2,2,"yes",2
"103156",305,390,1925,9,0,"1","x","x",5,2,2,"yes",2
"103157",305,390,1930,9,0,"1","x","x",10,2,2,"yes",2
"103158",305,390,1935,9,0,"1","x","x",15,2,2,"yes",2
"103159",305,390,1955,9,0,"2","x","sym",35,2,2,"yes",2
"103160",305,390,1960,9,9,"2","sym","sym",0,2,2,"yes",2
"103161",305,390,1965,9,9,"2","sym","sym",5,2,2,"yes",2
"103162",305,390,1970,3,3,"3","sym","sym",10,2,2,"yes",2
"103163",305,390,1975,3,3,"3","sym","sym",15,2,2,"yes",2
"103164",305,390,1980,3,3,"3","sym","sym",20,2,2,"yes",2
"103165",305,390,1985,3,3,"3","sym","sym",25,2,2,"yes",2
"103166",305,390,1990,3,3,"3","sym","sym",30,2,2,"yes",2
"103167",305,390,1995,3,3,"4","sym","sym",35,2,2,"yes",2
"103168",305,390,2000,3,3,"4","sym","sym",40,2,2,"yes",2
"103172",305,395,1965,0,9,"2","x","sym",0,2,2,"yes",2
"103173",305,395,1970,3,3,"3","sym","x",0,2,2,"yes",2
"103174",305,395,1975,3,0,"3","x","sym",0,2,2,"yes",2
"103175",305,395,1980,3,3,"3","sym","x",0,2,2,"yes",2
"103186",305,402,2000,3,0,"4","x","x",0,2,3,"no",10
"103196",305,404,1980,0,3,"3","x","x",0,2,3,"no",10
"103200",305,404,2000,1,0,"4","x","end",20,2,3,"no",10
"103212",305,420,1975,3,3,"3","sym","x",0,2,3,"no",10
"103213",305,420,1980,0,3,"3","x","end",0,2,3,"no",10
"103222",305,432,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103223",305,432,1980,3,3,"3","sym","end",5,2,3,"no",10
"103230",305,433,1965,0,9,"2","x","sym",0,2,3,"no",10
"103231",305,433,1970,3,3,"3","sym","sym",0,2,3,"no",10
"103232",305,433,1975,3,3,"3","sym","sym",5,2,3,"no",10
"103233",305,433,1980,3,3,"3","sym","x",10,2,3,"no",10
"103234",305,433,1985,0,3,"3","x","x",0,2,3,"no",10
"103235",305,433,1990,0,3,"3","x","x",5,2,3,"no",10
"103236",305,433,1995,0,3,"4","x","x",10,2,3,"no",10
"103237",305,433,2000,0,3,"4","x","x",15,2,3,"no",10
"103241",305,434,1970,3,0,"3","x","x",0,2,3,"no",10
"103242",305,434,1975,3,0,"3","x","sym",5,2,3,"no",10
"103243",305,434,1980,3,3,"3","sym","end",0,2,3,"no",10
"103252",305,435,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103253",305,435,1980,3,3,"3","sym","end",5,2,3,"no",10
"103261",305,436,1970,3,0,"3","x","x",0,2,3,"no",10
"103262",305,436,1975,3,0,"3","x","x",5,2,3,"no",10
"103263",305,436,1980,3,0,"3","x","end",10,2,3,"no",10
"103272",305,437,1975,0,3,"3","x","x",0,2,3,"no",10
"103273",305,437,1980,0,3,"3","x","sym",5,2,3,"no",10
"103274",305,437,1985,3,3,"3","sym","sym",0,2,3,"no",10
"103275",305,437,1990,3,3,"3","sym","x",5,2,3,"no",10
"103276",305,437,1995,0,3,"4","x","x",0,2,3,"no",10
"103277",305,437,2000,0,3,"4","x","x",5,2,3,"no",10
"103282",305,438,1975,3,0,"3","x","sym",0,2,3,"no",10
"103283",305,438,1980,3,3,"3","sym","end",0,2,3,"no",10
"103292",305,439,1975,3,0,"3","x","sym",0,2,3,"no",10
"103293",305,439,1980,3,3,"3","sym","x",0,2,3,"no",10
"103297",305,439,2000,3,0,"4","x","x",0,2,3,"no",10
"103305",305,450,1965,0,9,"2","x","x",0,2,3,"no",10
"103307",305,450,1975,3,0,"3","x","x",10,2,3,"no",10
"103308",305,450,1980,3,0,"3","x","end",15,2,3,"no",10
"103317",305,451,1980,0,3,"3","x","end",0,2,3,"no",10
"103326",305,452,1975,3,3,"3","sym","asym",0,2,3,"no",10
"103327",305,452,1980,3,9,"3","asym","x",0,2,3,"no",10
"103328",305,452,1985,0,3,"3","x","end",0,2,3,"no",10
"103336",305,461,1975,3,0,"3","x","x",0,2,3,"no",10
"103337",305,461,1980,3,0,"3","x","end",5,2,3,"no",10
"103347",305,471,1980,3,3,"3","sym","end",0,2,3,"no",10
"103354",305,475,1965,0,9,"2","x","x",0,2,3,"no",10
"103355",305,475,1970,0,3,"3","x","sym",5,2,3,"no",10
"103356",305,475,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103357",305,475,1980,3,3,"3","sym","sym",5,2,3,"no",10
"103358",305,475,1985,3,3,"3","sym","sym",10,2,3,"no",10
"103359",305,475,1990,3,3,"3","sym","sym",15,2,3,"no",10
"103360",305,475,1995,3,3,"4","sym","sym",20,2,3,"no",10
"103361",305,475,2000,3,3,"4","sym","sym",25,2,3,"no",10
"103367",305,481,1980,3,0,"3","x","end",0,2,3,"no",10
"103377",305,482,1980,1,3,"3","asym","end",0,2,3,"no",10
"103397",305,484,1980,3,3,"3","sym","end",0,2,3,"no",10
"103406",305,490,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103407",305,490,1980,3,3,"3","sym","sym",5,2,3,"no",10
"103408",305,490,1985,3,3,"3","sym","sym",10,2,3,"no",10
"103409",305,490,1990,3,3,"3","sym","x",15,2,3,"no",10
"103410",305,490,1995,0,3,"4","x","end",0,2,3,"no",10
"103415",305,500,1975,0,3,"3","x","x",0,2,3,"no",10
"103416",305,500,1980,0,3,"3","x","x",5,2,3,"no",10
"103420",305,500,2000,0,1,"4","x","x",25,2,3,"no",10
"103423",305,501,1970,0,3,"3","x","sym",0,2,3,"no",10
"103424",305,501,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103425",305,501,1980,3,3,"3","sym","x",5,2,3,"no",10
"103426",305,501,1985,0,3,"3","x","x",0,2,3,"no",10
"103427",305,501,1990,0,3,"3","x","x",5,2,3,"no",10
"103428",305,501,1995,0,3,"4","x","x",10,2,3,"no",10
"103429",305,501,2000,0,3,"4","x","sym",15,2,3,"no",10
"103433",305,510,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103434",305,510,1980,3,3,"3","sym","end",5,2,3,"no",10
"103442",305,516,1975,3,3,"3","sym","x",0,2,3,"no",10
"103443",305,516,1980,3,0,"3","x","end",0,2,3,"no",10
"103451",305,517,1975,3,0,"3","x","x",0,2,3,"no",10
"103452",305,517,1980,3,0,"3","x","end",5,2,3,"no",10
"103459",305,520,1965,0,9,"2","x","x",0,2,3,"no",10
"103461",305,520,1975,3,0,"3","x","sym",10,2,3,"no",10
"103462",305,520,1980,3,3,"3","sym","end",0,2,3,"no",10
"103478",305,530,1955,0,9,"2","x","x",0,2,3,"no",10
"103479",305,530,1960,0,9,"2","x","x",5,2,3,"no",10
"103480",305,530,1965,0,9,"2","x","x",10,2,3,"no",10
"103481",305,530,1970,0,3,"3","x","x",15,2,3,"no",10
"103482",305,530,1975,0,3,"3","x","x",20,2,3,"no",10
"103483",305,530,1980,0,3,"3","x","x",25,2,3,"no",10
"103484",305,530,1985,0,3,"3","x","x",30,2,3,"no",10
"103485",305,530,1990,0,3,"3","x","asym",35,2,3,"no",10
"103486",305,530,1995,1,3,"4","asym","sym",0,2,3,"no",10
"103487",305,530,2000,3,3,"4","sym","sym",0,2,3,"no",10
"103497",305,540,2000,3,0,"4","x","x",0,2,3,"no",10
"103508",305,551,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103509",305,551,1980,3,3,"3","sym","x",5,2,3,"no",10
"103511",305,551,1990,0,3,"3","x","x",0,2,3,"no",10
"103512",305,551,1995,0,3,"4","x","end",5,2,3,"no",10
"103518",305,552,1980,0,3,"3","x","x",0,2,3,"no",10
"103519",305,552,1985,0,3,"3","x","x",5,2,3,"no",10
"103520",305,552,1990,0,3,"3","x","asym",10,2,3,"no",10
"103521",305,552,1995,1,3,"4","asym","sym",0,2,3,"no",10
"103522",305,552,2000,3,3,"4","sym","sym",0,2,3,"no",10
"103525",305,553,1970,3,0,"3","x","sym",0,2,3,"no",10
"103526",305,553,1975,3,3,"3","sym","sym",0,2,3,"no",10
"103527",305,553,1980,3,3,"3","sym","end",5,2,3,"no",10
"103537",305,560,1955,9,0,"2","x","sym",0,2,3,"no",10
"103538",305,560,1960,9,9,"2","sym","sym",0,2,3,"no",10
